label,hemi-L_div-Vis_lab-1,hemi-L_div-Vis_lab-2,hemi-L_div-Vis_lab-3,hemi-L_div-Vis_lab-4,hemi-L_div-Vis_lab-5,hemi-L_div-Vis_lab-6,hemi-L_div-Vis_lab-7,hemi-L_div-Vis_lab-8,hemi-L_div-Vis_lab-9,hemi-L_div-SomMot_lab-1,hemi-L_div-SomMot_lab-2,hemi-L_div-SomMot_lab-3,hemi-L_div-SomMot_lab-4,hemi-L_div-SomMot_lab-5,hemi-L_div-SomMot_lab-6,hemi-L_div-DorsAttn_lab-Post+1,hemi-L_div-DorsAttn_lab-Post+2,hemi-L_div-DorsAttn_lab-Post+3,hemi-L_div-DorsAttn_lab-Post+4,hemi-L_div-DorsAttn_lab-Post+5,hemi-L_div-DorsAttn_lab-Post+6,hemi-L_div-DorsAttn_lab-FEF+1,hemi-L_div-DorsAttn_lab-FEF+2,hemi-L_div-SalVentAttn_lab-ParOper+1,hemi-L_div-SalVentAttn_lab-FrOper+1,hemi-L_div-SalVentAttn_lab-FrOper+2,hemi-L_div-SalVentAttn_lab-PFCl+1,hemi-L_div-SalVentAttn_lab-Med+1,hemi-L_div-SalVentAttn_lab-Med+2,hemi-L_div-SalVentAttn_lab-Med+3,hemi-L_div-Limbic_lab-OFC+1,hemi-L_div-Limbic_lab-TempPole+1,hemi-L_div-Limbic_lab-TempPole+2,hemi-L_div-Cont_lab-Par+1,hemi-L_div-Cont_lab-PFCl+1,hemi-L_div-Cont_lab-pCun+1,hemi-L_div-Cont_lab-Cing+1,hemi-L_div-Default_lab-Temp+1,hemi-L_div-Default_lab-Temp+2,hemi-L_div-Default_lab-Temp+3,hemi-L_div-Default_lab-Temp+4,hemi-L_div-Default_lab-PFC+1,hemi-L_div-Default_lab-PFC+2,hemi-L_div-Default_lab-PFC+3,hemi-L_div-Default_lab-PFC+4,hemi-L_div-Default_lab-PFC+5,hemi-L_div-Default_lab-PFC+6,hemi-L_div-Default_lab-PFC+7,hemi-L_div-Default_lab-PCC+1,hemi-L_div-Default_lab-PCC+2,hemi-R_div-Vis_lab-1,hemi-R_div-Vis_lab-2,hemi-R_div-Vis_lab-3,hemi-R_div-Vis_lab-4,hemi-R_div-Vis_lab-5,hemi-R_div-Vis_lab-6,hemi-R_div-Vis_lab-7,hemi-R_div-Vis_lab-8,hemi-R_div-SomMot_lab-1,hemi-R_div-SomMot_lab-2,hemi-R_div-SomMot_lab-3,hemi-R_div-SomMot_lab-4,hemi-R_div-SomMot_lab-5,hemi-R_div-SomMot_lab-6,hemi-R_div-SomMot_lab-7,hemi-R_div-SomMot_lab-8,hemi-R_div-DorsAttn_lab-Post+1,hemi-R_div-DorsAttn_lab-Post+2,hemi-R_div-DorsAttn_lab-Post+3,hemi-R_div-DorsAttn_lab-Post+4,hemi-R_div-DorsAttn_lab-Post+5,hemi-R_div-DorsAttn_lab-FEF+1,hemi-R_div-DorsAttn_lab-FEF+2,hemi-R_div-SalVentAttn_lab-TempOccPar+1,hemi-R_div-SalVentAttn_lab-TempOccPar+2,hemi-R_div-SalVentAttn_lab-FrOper+1,hemi-R_div-SalVentAttn_lab-Med+1,hemi-R_div-SalVentAttn_lab-Med+2,hemi-R_div-Limbic_lab-OFC+1,hemi-R_div-Limbic_lab-TempPole+1,hemi-R_div-Cont_lab-Par+1,hemi-R_div-Cont_lab-Par+2,hemi-R_div-Cont_lab-PFCl+1,hemi-R_div-Cont_lab-PFCl+2,hemi-R_div-Cont_lab-PFCl+3,hemi-R_div-Cont_lab-PFCl+4,hemi-R_div-Cont_lab-PFCmp+1,hemi-R_div-Cont_lab-PFCmp+2,hemi-R_div-Cont_lab-PFCmp+3,hemi-R_div-Default_lab-Par+1,hemi-R_div-Default_lab-Temp+1,hemi-R_div-Default_lab-Temp+2,hemi-R_div-Default_lab-Temp+3,hemi-R_div-Default_lab-PFCv+1,hemi-R_div-Default_lab-PFCv+2,hemi-R_div-Default_lab-PFCm+1,hemi-R_div-Default_lab-PFCm+2,hemi-R_div-Default_lab-PFCm+3,hemi-R_div-Default_lab-PCC+1,hemi-R_div-Default_lab-PCC+2,hemi-L_lab-Thalamus,hemi-L_lab-Caudate,hemi-L_lab-Putamen,hemi-L_lab-Pallidum,hemi-L_lab-Hippocampus,hemi-L_lab-Amygdala,hemi-L_lab-Accumbens+area,hemi-L_lab-VentralDC,hemi-R_lab-Thalamus,hemi-R_lab-Caudate,hemi-R_lab-Putamen,hemi-R_lab-Pallidum,hemi-R_lab-Hippocampus,hemi-R_lab-Amygdala,hemi-R_lab-Accumbens+area,hemi-R_lab-VentralDC
hemi-L_div-SomMot_lab-2,39.137432,64.86242,51.35798,78.19147,80.51566,53.317017,52.078392,69.60006,69.175934,24.500822,0.0,24.545893,31.312914,45.939663,57.681633,49.3379,32.939716,60.614937,36.702877,65.63777,61.467934,34.8776,50.161716,33.083763,31.990076,36.007145,68.1025,57.36598,44.525677,62.206676,69.89059,57.501263,46.34276,46.747196,56.013054,63.8079,40.665375,46.16314,31.589968,36.97139,49.934566,51.396862,59.465675,77.45893,85.20542,78.112274,49.86756,57.79783,44.8416,49.797707,79.940605,83.698425,99.90106,97.24984,72.99538,68.04668,96.28205,84.12471,92.738846,79.08753,96.29694,98.324326,91.18692,90.95074,85.511734,70.9506,98.762184,92.05647,88.009026,87.26225,79.41837,93.63895,82.000786,98.3212,99.582954,85.80488,59.033,66.08107,85.62443,95.34749,101.39904,98.07525,105.89119,103.02543,97.92765,95.00307,48.187836,68.63036,70.932816,98.72803,106.19757,99.00418,97.48516,92.420746,103.306816,84.73077,89.18174,86.41147,60.92729,57.61163,31.083866,41.36258,31.547201,32.173946,35.645634,42.51035,49.78978,40.384422,51.45619,61.82092,70.82364,63.65433,71.89442,72.38688,61.24108,56.148605
hemi-L_div-SomMot_lab-3,50.072144,77.82939,67.13832,90.96169,96.8024,70.78266,61.555553,83.71731,86.59788,23.089348,24.545893,0.0,26.336575,52.04696,70.70028,56.43509,31.656239,74.704254,45.117928,82.239456,74.194695,29.095255,56.223755,34.13092,30.188683,32.50599,64.450874,64.53726,61.18055,71.66599,70.24733,57.160397,45.303017,57.90584,48.735638,81.18722,58.651154,38.48944,30.336256,41.043377,58.875412,47.16557,49.803288,78.37576,80.58938,79.60483,47.833637,59.86478,63.4818,68.6784,96.27902,102.16855,118.64177,115.43173,91.61487,87.35668,115.97805,102.91017,109.666794,96.31697,112.28085,114.59683,107.599396,107.721504,103.02314,86.124825,118.57997,109.909424,106.963806,106.28159,96.6947,107.79515,96.12571,117.48259,117.76873,99.25189,76.68972,77.54827,90.79715,107.27172,120.232765,117.63982,111.01081,112.7783,105.609924,107.86108,66.40497,76.27209,89.83919,118.35873,122.637085,112.28435,115.08465,102.04917,114.52744,87.93139,94.27933,96.721886,80.82896,77.29245,47.707703,49.530098,37.78547,41.607395,46.03071,48.284077,56.788635,53.310158,68.33806,73.65084,84.370476,77.70812,87.71794,85.36721,71.18915,70.9407
hemi-L_div-SomMot_lab-4,65.28229,89.21889,77.81375,99.69019,104.55639,78.01094,68.6043,87.42045,88.6856,34.95975,31.312914,26.336575,0.0,35.942688,58.674744,70.032005,22.81519,70.309975,34.56782,75.645164,63.31074,23.811274,40.182686,33.759666,45.283115,40.479122,59.871426,59.74443,54.46424,58.97662,80.59921,74.31922,62.408974,51.864777,47.19371,80.217354,56.190342,56.01403,44.81481,49.34041,57.882465,58.80066,56.972233,82.6553,84.52127,72.98381,33.612595,47.432194,68.90085,67.755516,105.831154,110.36846,125.57104,122.204346,97.764755,92.874435,118.958145,104.15467,112.97258,98.25053,114.257545,113.14181,102.80063,100.87695,95.52566,76.101326,121.18734,106.718376,103.01948,102.659546,88.809715,106.541145,87.893715,119.98827,117.4017,103.28847,71.32443,68.84836,98.81768,117.6547,117.52088,115.07202,114.13066,113.12028,103.07094,102.879074,63.99184,72.77169,87.31901,118.136856,129.61542,119.0224,119.95436,108.288895,117.75695,91.51138,88.7706,89.944275,84.649864,77.156944,54.96205,53.779243,48.16494,52.21924,60.628784,63.33534,66.43205,65.10447,73.48451,76.51682,89.60534,83.83365,96.31423,94.730515,78.96483,80.14136
hemi-L_div-SomMot_lab-5,79.84135,92.62364,80.92911,98.01232,99.508644,75.16003,69.932274,78.63,75.937065,56.16958,45.939663,52.04696,35.942688,0.0,34.77713,81.72461,30.903687,51.17933,22.354055,51.555576,35.606297,46.235146,29.334162,40.741753,70.8068,65.017944,75.10499,62.87639,37.549553,45.49889,101.60089,98.852394,84.415565,36.919987,69.62743,63.707462,47.6812,84.73563,65.63719,59.10848,50.298588,84.40174,84.67417,99.04408,105.400635,78.7569,42.084362,49.010246,64.730225,54.168312,108.74469,106.956894,120.210335,114.2375,90.70064,86.54268,105.62763,88.49935,108.45083,92.81867,109.63875,103.57355,88.37754,81.63328,72.52249,53.777294,108.902695,91.73543,83.67343,81.10375,63.096924,100.886055,72.26657,110.029305,105.71601,105.1027,54.787395,58.630997,113.41276,126.14672,100.51762,95.27575,123.96273,114.89357,104.571465,94.05803,53.88073,75.38231,68.214836,103.08406,128.62076,122.81223,115.723915,116.456604,120.63831,104.71156,90.36364,83.06885,76.50911,63.748264,62.334488,66.339966,67.18523,68.6696,76.471504,83.40302,82.50488,77.674286,75.1074,81.11466,93.53617,88.69586,99.871155,102.720726,90.05389,87.204094
hemi-L_div-SomMot_lab-6,84.49504,95.09613,80.87803,99.87917,94.99718,72.39295,79.94541,79.17123,69.42012,73.066956,57.681633,70.70028,58.674744,34.77713,0.0,91.950096,55.752277,50.5374,39.665627,38.243824,31.617086,63.545,34.619434,62.21257,82.291145,75.77229,81.592896,57.435577,27.380138,34.791676,103.9009,106.43941,98.62255,46.51524,81.77351,56.248207,36.646053,99.3667,82.39773,75.43879,62.284107,92.91462,97.0554,98.55034,110.08322,77.11687,55.917934,53.199326,61.194534,44.694687,96.80159,94.76212,103.695465,103.022606,81.32228,74.100845,88.460785,75.28979,89.05392,73.60529,89.55204,80.67205,63.761112,55.512165,46.329166,30.692175,88.53823,66.84097,58.906,59.896217,40.716984,80.885544,49.61916,88.42518,81.96866,90.0035,34.253494,43.14981,108.718544,115.663,74.892456,71.58568,115.54106,100.11864,91.89195,73.61185,38.548546,66.733215,51.684853,79.565254,111.39554,108.14078,96.69807,105.57977,105.48547,100.69088,81.643394,66.56354,63.567738,49.276257,60.357147,66.10165,72.630516,71.4394,80.91515,87.63654,81.83044,76.76608,64.30445,70.68336,81.09692,77.62789,88.263725,93.24385,83.89339,79.44187
hemi-L_div-DorsAttn_lab-Post+1,35.67526,33.71037,35.883648,46.422234,57.573452,44.446114,31.194613,52.76522,62.689144,45.73575,49.3379,56.43509,70.032005,81.72461,91.950096,0.0,63.671303,68.00682,66.98504,81.99185,84.244415,77.228165,93.64537,51.287453,58.2189,73.92108,111.91371,100.52567,74.84479,105.279625,96.721275,65.19185,33.59108,62.942417,97.37034,66.45555,71.428116,57.329525,34.613926,31.94935,51.86648,80.65098,92.81841,112.8504,120.938194,122.3437,95.42605,104.26968,46.943142,64.04077,84.68093,76.56631,98.03522,81.087135,63.10795,69.21398,93.30578,80.167656,111.36853,101.67394,119.417336,125.271545,121.40165,120.3352,111.374695,104.027245,103.52281,116.888954,107.73545,98.97856,100.66232,124.53399,118.37063,110.02517,119.91607,110.80017,87.933525,107.182335,112.02776,106.545845,121.02265,110.37528,138.78249,136.53088,136.56969,130.93613,77.3633,109.95211,81.65754,111.737564,115.288765,117.42792,110.23902,117.84121,131.1067,119.60935,131.5858,126.792046,67.39752,71.044754,57.43465,78.923676,64.334526,62.11194,44.383366,59.432957,78.205826,57.591583,74.56144,94.32685,95.77858,87.73057,83.31984,88.803375,88.08013,72.643616
hemi-L_div-DorsAttn_lab-Post+2,66.07924,81.20975,72.17268,88.71504,95.196884,70.619774,56.215923,74.496895,77.81064,35.26882,32.939716,31.656239,22.81519,30.903687,55.752277,63.671303,0.0,57.0734,23.777328,65.94351,52.422634,37.217804,44.947147,21.02466,54.667213,53.883785,75.6599,70.78986,50.541374,64.48992,93.99099,82.92882,62.115063,37.81607,63.388054,69.12203,56.09455,63.79304,42.640438,38.964596,42.47559,72.46904,72.603035,97.40028,100.86006,86.55703,45.7345,58.84982,62.32452,60.718945,108.33803,107.14768,123.87295,114.71275,90.72332,89.00397,112.562584,94.74859,116.81199,101.98619,119.5367,117.596634,105.82382,101.54366,92.9267,75.13072,117.94277,107.87328,100.250336,95.81795,82.38901,113.426285,91.81325,119.916046,119.11809,110.987526,70.14318,75.22015,111.21487,124.80677,116.718544,110.303246,127.567726,123.885796,114.84761,110.022446,64.198,84.06845,79.59657,116.071884,133.08144,126.46166,122.63062,118.75452,127.46462,105.56504,101.0974,98.67073,80.53239,71.82813,58.528324,64.30238,57.763176,60.545704,63.83633,71.335,77.061905,70.28628,77.485725,85.42815,97.055504,90.79559,100.15114,101.64025,88.69609,85.1976
hemi-L_div-DorsAttn_lab-Post+3,76.281395,64.46511,58.916813,61.40979,61.2893,47.813957,46.283493,38.505184,35.954823,69.470726,60.614937,74.704254,70.309975,51.17933,50.5374,68.00682,57.0734,0.0,40.82976,28.083984,30.066746,82.43752,68.439766,51.78399,89.38273,92.82135,114.66625,92.99402,40.833645,76.95535,123.48475,110.0032,85.9285,27.399113,107.520615,26.045305,52.60875,100.39203,71.62365,54.35396,33.079967,109.06303,116.46844,127.26839,138.6312,115.91961,85.74235,90.248405,42.675644,34.55432,98.80936,81.60385,97.36708,77.029205,57.887165,63.059616,72.427025,49.666504,104.997185,92.13249,111.22655,106.755295,93.23513,83.6122,67.31569,62.50567,84.743774,88.61414,70.58936,55.27278,48.79928,111.248566,87.16368,95.297676,99.36991,112.72859,55.204704,83.29205,131.69743,126.97373,89.760666,72.7088,147.27824,133.39224,129.70992,110.268394,56.30119,103.17481,40.682423,85.44203,119.67801,126.10387,106.917145,129.43752,133.09378,130.95796,122.04397,107.1723,55.098534,43.89597,68.34602,88.229614,85.67114,83.336334,78.82736,94.02213,99.19008,82.30265,77.28638,96.40174,101.29336,95.47081,95.24021,105.99824,103.508,88.41857
hemi-L_div-DorsAttn_lab-Post+4,68.35978,77.66509,67.31956,82.855644,85.78301,61.949013,54.070152,64.46899,63.877007,45.938095,36.702877,45.117928,34.56782,22.354055,39.665627,66.98504,23.777328,40.82976,0.0,46.42649,32.93483,47.63792,39.29621,28.361084,64.59405,63.23353,81.870804,68.3144,34.451923,55.306534,100.230515,91.619354,72.27149,24.622923,73.430214,53.015835,44.13777,77.05791,53.512527,44.2588,36.014545,82.10506,84.88896,101.64309,108.85235,87.33876,50.464066,58.83686,52.374825,45.247524,101.711395,97.073364,112.508835,102.77987,79.09984,77.31485,97.31871,78.83304,106.444016,91.308655,109.499855,105.46343,91.80751,85.40117,74.682335,58.627113,103.04359,92.811386,82.72271,77.091576,62.66923,103.85322,78.707596,106.298584,105.21393,104.70593,54.46989,65.844826,113.09744,121.760155,100.2887,92.235565,127.47563,118.92857,110.83659,99.92002,51.331303,80.94636,61.728165,100.05814,124.26692,120.85924,112.08853,116.356415,122.26363,107.69764,98.529854,90.700905,67.76462,56.405964,55.423317,65.278015,62.64387,63.408165,66.638824,76.50088,79.57023,70.27079,70.6104,81.29718,91.84372,85.96734,94.0369,98.37435,87.913086,81.38415
hemi-L_div-DorsAttn_lab-Post+5,82.26833,75.98462,65.88353,74.97114,68.297424,53.32584,63.79719,51.902977,39.875694,78.99632,65.63777,82.239456,75.645164,51.555576,38.243824,81.99185,65.94351,28.083984,46.42649,0.0,24.877855,84.7812,62.53973,64.46313,94.029076,94.2996,110.455284,83.99249,30.409315,64.726685,121.317696,114.43018,98.05388,37.47975,107.10519,26.189425,43.436184,108.380035,83.7964,69.84385,49.27904,110.3054,118.2112,121.62506,135.19203,107.31993,83.78716,83.91652,45.526447,28.11246,92.33972,77.56893,88.76559,76.31168,57.564075,57.192158,63.35914,44.51778,90.73163,77.64276,95.812775,88.65289,73.4117,62.312023,45.061024,43.458015,71.48576,68.80752,50.17022,37.34863,27.038694,94.76038,68.40635,80.198524,81.32971,100.59132,37.775566,69.06513,125.37038,119.87063,69.72357,54.201927,137.03563,119.47361,116.119965,92.5948,43.93957,92.3957,26.400835,68.02716,108.46561,115.06285,93.85916,119.62863,120.0036,123.34038,110.041145,91.43069,47.73821,32.935402,66.3864,84.15193,86.17798,82.98528,82.936516,95.93626,96.12176,81.72744,69.29592,86.65303,91.2658,86.70823,87.942345,99.19081,97.22633,83.21693
hemi-L_div-DorsAttn_lab-Post+6,86.49832,85.216286,75.50916,85.02335,83.11994,64.857445,65.21233,61.319393,54.924637,73.13158,61.467934,74.194695,63.31074,35.606297,31.617086,84.244415,52.422634,30.066746,32.93483,24.877855,0.0,74.375084,50.721138,54.017845,90.65844,88.767105,102.109085,80.61289,31.666986,58.189358,120.99859,115.05476,96.59312,30.256378,98.10711,40.8496,47.882263,104.588776,79.52186,65.60235,44.444534,106.910446,111.39884,119.79602,130.40111,100.91423,71.26253,73.858635,55.91695,39.927525,105.728294,94.69877,107.062065,94.99656,74.535034,73.75988,83.8968,64.079445,103.89885,89.40937,107.31355,99.35551,82.507385,71.341286,55.76541,45.852028,90.95516,81.36116,65.75793,55.981487,39.13825,102.44771,71.69712,97.34498,95.689064,109.136566,46.264088,67.40078,128.32452,130.10725,85.11839,72.82955,139.0781,123.98819,117.23034,97.173195,51.154133,90.96484,45.02538,85.952576,123.32846,125.48402,108.880516,125.86334,127.159424,123.07276,107.11839,91.89526,63.76903,48.520428,70.09774,83.26155,84.80339,83.545715,85.95005,97.62588,97.7548,86.423,77.583855,90.78605,98.954636,94.275505,99.54208,107.92708,101.54585,91.530945
hemi-L_div-DorsAttn_lab-FEF+1,65.571686,96.547066,83.14491,109.34075,112.30078,84.688866,80.43613,98.76818,98.034996,40.040707,34.8776,29.095255,23.811274,46.235146,63.545,77.228165,37.217804,82.43752,47.63792,84.7812,74.375084,0.0,41.059013,47.96696,38.744526,28.616177,45.04076,49.198185,59.87831,55.867493,66.697914,66.70396,65.525185,65.28553,32.617355,90.028015,57.497883,51.903996,51.24889,61.040756,72.063286,45.52893,42.77358,67.15343,68.150055,60.156155,27.074528,38.968834,75.14108,74.602,101.94146,111.99084,125.33633,127.701584,103.35859,95.56418,123.41184,111.79686,107.58994,93.35546,107.46647,107.43256,99.057526,99.73304,97.718475,77.871574,122.57873,104.53697,104.769295,108.20761,94.774994,98.54324,84.168076,118.33387,114.20591,94.20745,72.870514,63.465412,85.28493,108.932045,116.94539,118.312836,99.502945,101.10259,90.50612,95.113976,64.4017,61.329018,94.03066,118.58368,124.2292,109.88774,115.53091,96.34678,106.51563,76.51669,76.44674,81.15255,87.882576,81.94404,52.43168,43.460785,39.78756,44.815624,58.65237,56.067734,55.355453,60.293747,69.145424,66.89229,81.04397,75.935974,91.30445,86.64551,68.32069,74.458405
hemi-L_div-DorsAttn_lab-FEF+2,83.55806,104.67105,89.75666,113.02643,111.46556,85.09288,86.97718,95.15307,89.03342,63.46651,50.161716,56.223755,40.182686,29.334162,34.619434,93.64537,44.947147,68.439766,39.29621,62.53973,50.721138,41.059013,0.0,57.17916,68.839226,57.62473,56.90026,43.875633,41.087734,26.821903,89.48818,95.88819,92.17076,55.82183,56.93143,77.00791,45.299824,85.68618,75.16326,74.512535,70.092125,75.683266,75.083466,81.90089,88.76586,56.979553,28.95923,28.816267,73.46057,62.207172,104.65248,109.80853,119.72779,122.41819,98.787865,89.996956,110.689705,98.35934,98.8063,83.029045,97.220764,90.37924,75.77183,71.91791,68.50032,47.182095,108.833115,82.75439,80.87055,85.46201,66.6152,84.8836,57.02306,105.10838,96.83702,91.47289,50.988888,40.61918,98.6937,116.672424,94.40062,95.78678,104.59738,95.63704,83.27929,75.83319,49.881104,55.41795,75.37033,100.010475,121.00062,110.54397,108.18351,101.249405,103.890785,86.51502,68.06628,62.44949,80.02707,68.29725,59.724915,55.158466,61.32424,63.08397,77.58948,79.52142,72.382904,74.36719,68.60176,67.1677,81.635475,78.23431,94.033966,93.70658,78.19335,81.1994
hemi-L_div-SalVentAttn_lab-ParOper+1,59.426353,68.681984,62.256203,75.36999,83.89714,61.362167,42.270157,62.893932,69.13957,31.575054,33.083763,34.13092,33.759666,40.741753,62.21257,51.287453,21.02466,51.78399,28.361084,64.46313,54.017845,47.96696,57.17916,0.0,55.78341,60.105804,87.58932,80.35706,53.167507,75.19864,98.31019,81.23187,53.59008,34.541107,74.169044,62.51287,58.241314,62.169838,34.619976,25.856758,32.573524,76.96384,79.928375,105.04509,109.63814,98.39517,59.65871,72.00423,55.006413,57.2528,105.11533,100.38259,118.8849,105.513626,82.32609,83.493256,106.55228,87.7036,117.741615,103.67011,122.09535,121.46091,110.67738,106.16789,96.047966,80.930855,114.38916,110.67334,101.032776,93.77687,83.5538,118.72685,99.16017,118.602806,120.61777,114.123375,73.09079,84.24554,115.601715,124.335144,117.93284,108.85789,134.76173,130.75343,123.7561,117.433784,66.37265,93.179955,76.40908,115.00011,131.68726,127.98007,121.88677,122.60331,132.2273,113.04016,111.788795,107.93624,75.91279,68.85174,58.151768,69.75277,60.46574,62.144524,59.64213,70.50421,80.10263,68.68876,77.98258,90.1612,99.57708,92.64034,98.48981,101.76252,91.68372,84.34043
hemi-L_div-SalVentAttn_lab-FrOper+1,39.367542,78.30328,65.51599,95.48497,98.33717,72.656395,72.8366,93.38099,93.804115,32.481426,31.990076,30.188683,45.283115,70.8068,82.291145,58.2189,54.667213,89.38273,64.59405,94.029076,90.65844,38.744526,68.839226,55.78341,0.0,24.578136,61.441917,61.07764,70.413246,78.32701,48.460297,34.671852,41.56557,75.8055,47.008995,90.853676,61.63345,26.461288,37.26052,55.4841,76.58759,27.532986,39.487286,62.16058,66.11338,76.25759,58.631634,65.831245,66.26924,75.40736,81.7673,94.958786,109.60729,113.66284,91.23468,83.82105,115.20439,107.60796,98.54484,87.28802,101.003006,107.16748,104.91629,108.84881,107.68699,93.06533,114.47906,107.07336,108.4486,111.445915,105.468636,98.737076,96.9576,110.29416,111.43308,84.80914,80.43927,78.937004,70.16623,87.09399,118.1259,119.29178,94.06101,99.5285,95.45546,102.501205,67.70423,69.6484,96.18541,115.36762,108.09224,94.813484,103.33913,83.354195,98.7736,71.61404,88.273056,93.115875,79.483215,80.61354,40.524715,38.769825,23.854239,26.6273,32.623135,26.720928,37.49914,38.06908,58.680405,61.44587,69.79583,63.129467,73.08242,67.09251,53.150772,55.859127
hemi-L_div-SalVentAttn_lab-FrOper+2,54.357258,92.85188,78.24924,108.96212,110.21298,82.870766,84.485214,103.08777,101.30085,40.83071,36.007145,32.50599,40.479122,65.017944,75.77229,73.92108,53.883785,92.82135,63.23353,94.2996,88.767105,28.616177,57.62473,60.105804,24.578136,0.0,43.02507,46.74871,67.832466,65.72742,44.646324,46.869583,58.38856,78.04465,30.863249,95.908066,59.49005,39.46916,50.41516,66.1779,82.710304,24.102743,30.048552,49.97402,52.719265,58.767654,44.022984,49.48647,74.35403,78.508,87.86879,103.69736,115.95732,123.63134,100.37237,90.53517,121.064026,113.74893,97.19282,84.884514,97.202576,101.23447,97.70515,102.07505,102.88854,85.891716,117.920906,102.51533,106.25071,112.18587,102.920006,90.81459,86.927086,111.362854,108.63639,80.593925,76.528885,66.99224,65.06823,89.9648,115.36457,119.44325,83.44017,89.17219,81.8268,91.60358,65.161934,55.630684,98.35706,115.56102,110.46991,93.51965,104.39926,78.51063,91.96671,60.04845,72.28105,79.68126,84.81584,83.3214,43.968002,30.732811,24.293997,29.352335,45.727383,37.046864,35.574383,45.51109,59.267662,54.67849,66.92982,61.693607,77.1589,69.23397,50.329517,59.767643
hemi-L_div-SalVentAttn_lab-PFCl+1,91.35323,128.89273,112.50213,143.56052,142.29239,114.12931,118.318405,133.23346,128.1265,75.684875,68.1025,64.450874,59.871426,75.10499,81.592896,111.91371,75.6599,114.66625,81.870804,110.455284,102.109085,45.04076,56.90026,87.58932,61.441917,43.02507,0.0,38.788956,82.775024,58.042465,56.69265,79.64786,97.33885,100.02001,27.137344,119.61531,76.005356,75.662476,87.73855,100.2422,109.783516,48.80878,42.129112,42.020466,38.42668,31.642553,38.167603,34.002705,103.58385,100.65011,110.44922,130.36504,137.77092,151.92526,128.78447,115.62617,143.10226,137.40283,106.49366,94.23302,101.52623,101.30312,96.29882,101.82382,107.433304,87.89925,135.51431,106.34209,115.21359,126.71733,112.55339,87.29601,80.864815,124.63937,114.81248,85.49271,86.547455,60.270367,68.73326,105.55834,121.788124,131.8416,70.82101,78.29897,63.42788,81.21245,79.54537,44.012096,116.84392,127.602554,124.63662,101.74175,117.37717,81.19486,88.9435,50.31357,48.380394,64.345314,108.660934,103.843155,71.3726,47.282555,55.10948,59.884552,81.48099,70.711945,56.834274,75.7783,78.67737,61.34671,77.420334,76.119286,97.79292,87.193726,64.61182,82.96377
hemi-L_div-SalVentAttn_lab-Med+1,78.09871,110.496216,92.35468,123.95858,118.40985,91.34193,103.62254,111.98801,102.77499,71.98111,57.36598,64.53726,59.74443,62.87639,57.435577,100.52567,70.78986,92.99402,68.3144,83.99249,80.61289,49.198185,43.875633,80.35706,61.07764,46.74871,38.788956,0.0,56.945507,35.377125,59.106174,79.00489,93.87765,82.88074,46.76146,94.12289,48.00971,79.74355,83.43927,91.04876,94.88645,55.588585,59.750088,46.121727,58.558727,34.843273,42.828423,31.593111,80.08418,74.14226,85.23911,102.733894,108.15552,124.165726,101.97324,87.38526,112.067245,108.54547,76.73683,63.020058,72.069916,70.027275,63.70079,69.20907,75.17138,58.3833,103.19719,73.076385,81.89889,95.14795,82.651474,58.710464,50.269924,92.19422,81.96423,60.619923,55.165653,32.10736,62.42973,86.62855,87.9832,98.56253,65.242676,59.961212,48.720837,53.702663,49.233673,24.400526,87.276596,94.0555,97.41308,79.00651,87.560646,64.67264,68.58328,48.353638,39.615726,40.154022,79.86411,74.5986,50.608475,33.615604,47.24508,47.61991,69.24541,62.617477,45.603,58.948715,51.64358,37.372204,52.717155,51.405567,72.93464,66.05016,47.14936,60.490505
hemi-L_div-SalVentAttn_lab-Med+2,66.805405,76.351494,61.69733,82.459816,77.003265,53.634014,64.34566,63.83845,53.68353,60.902866,44.525677,61.18055,54.46424,37.549553,27.380138,74.84479,50.541374,40.833645,34.451923,30.409315,31.666986,59.87831,41.087734,53.167507,70.413246,67.832466,82.775024,56.945507,0.0,43.35737,94.97288,92.56502,83.427216,37.68637,79.83339,42.05557,22.669233,87.05894,68.65303,61.641045,51.402515,83.87209,91.34035,94.064514,107.05249,80.992546,59.178886,58.495697,42.22128,27.692492,80.93666,77.28524,88.44352,86.204605,63.38322,56.9159,74.429955,61.224125,79.24617,64.10734,82.16426,76.81096,63.07224,56.96773,46.86924,35.409164,76.14214,62.915604,53.511765,52.237926,39.091152,77.870255,54.053997,77.568214,75.354515,81.613846,27.116829,47.46315,100.42281,102.63854,70.06272,64.36777,112.09029,97.77742,92.7038,75.38426,26.121616,66.46784,39.56574,70.70401,98.953575,97.91407,85.095856,97.41181,99.82546,96.5716,85.353775,70.60827,46.305737,33.393738,44.68047,57.024357,60.915,58.3819,64.338806,73.30868,70.666466,61.017937,50.224545,62.64404,70.78448,65.92283,73.34695,79.92855,73.14231,64.42776
